Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,read_dates,genres,n_ratings
54189398,"The Spanish Love Deception (Spanish Love Deception, #1)",Elena  Armas,"Armas, Elena",,1668002531,9781668002537,4,3.9,Elena Armas,ebook,487,2021,2021,,25/12/2021,,,read,,,,1,0,"2021-12-25,2021-12-27",Romance|9207;Physical Tbr|2124;Enemies To Lovers|2052;Contemporary|1768;Fake Dating|1515;Contemporary Romance|1037;2022 Reads|997;Fiction|829;Read In 2022|768;Adult|722;Read 2022|568;2021 Reads|529;Slow Burn|512;Rom Com|489;Wishlist|461;Booktok|454;Chick Lit|452;Read In 2021|433;Grumpy Sunshine|413;Favs|412,493912
29233804,"Wolfsong (Green Creek, #1)",T.J. Klune,"Klune, T.J.",,,,4,4.35,Dreamspinner Press,Kindle Edition,494,2016,2016,,10/05/2022,,,read,,,,1,0,"2022-05-08,2022-05-10",Fantasy|1360;Romance|1161;Paranormal|794;M M|743;Lgbtq|672;Lgbt|662;Mm|538;Shifters|340;Queer|269;Werewolves|268;Friends To Lovers|261;Urban Fantasy|251;Lgbtqia|245;Paranormal Romance|235;Adult|222;Series|216;Mm Romance|204;M M Romance|201;Shifter|171;Fiction|170,47446
58782892,CafÃ© Con Lychee,Emery   Lee,"Lee, Emery",,0063210274,9780063210271,0,3.65,Quill Tree Books,Hardcover,320,2022,2022,,10/05/2022,to-read,to-read (#283),to-read,,,,0,0,,Romance|290;Lgbtq|232;2022 Releases|179;Young Adult|171;Contemporary|166;Lgbt|141;Ya|140;Lgbtqia|117;Queer|108;Fiction|50;Wishlist|48;Mlm|40;Read In 2022|36;Gay|33;Physical Tbr|29;Enemies To Lovers|28;Achillean|27;2022 Reads|26;Food|23;Ya Contemporary|23,3552
58293924,"Book of Night (Book of Night, #1)",Holly Black,"Black, Holly",,1250812194,9781250812193,0,3.55,Tor Books,Hardcover,304,2022,2022,,23/04/2022,to-read,to-read (#282),to-read,,,,0,0,,Fantasy|3238;Physical Tbr|1117;2022 Releases|761;Urban Fantasy|484;Adult|444;Fiction|443;Paranormal|277;Read In 2022|263;Mystery|251;Wishlist|237;Owned Tbr|221;Magic|220;2022 Reads|203;Romance|185;Audiobooks|181;Read 2022|180;Illumicrate|170;Series|150;Owned Books|147;Fairyloot|129,42354
38325332,"All the Stars and Teeth (All the Stars and Teeth, #1)",Adalyn  Grace,"Grace, Adalyn",,,,4,3.68,Imprint,Kindle Edition,380,2020,2020,,03/02/2021,,,read,,,,1,0,"2022-03-26,2022-03-29",Fantasy|2733;Young Adult|911;Ya|577;Physical Tbr|495;2020 Releases|382;Pirates|367;Ya Fantasy|332;Owlcrate|317;Series|307;Romance|305;Wishlist|222;Magic|204;Fiction|202;Mermaids|180;Owned Tbr|149;Adventure|135;Owned Books|116;Read In 2020|110;2020 Reads|100;Fantasy Tbr|96,26872
49629448,"A Song of Wraiths and Ruin (A Song of Wraiths and Ruin, #1)",Roseanne A. Brown,"Brown, Roseanne A.",,0062891499,9780062891495,0,3.97,Balzer + Bray,Hardcover,466,2020,2020,,26/03/2022,to-read,to-read (#281),to-read,,,,0,0,,Fantasy|2703;Young Adult|832;Ya|603;2020 Releases|359;Physical Tbr|348;Ya Fantasy|335;Romance|315;Series|280;Fiction|228;Wishlist|213;Enemies To Lovers|172;Mythology|157;Audiobooks|142;High Fantasy|124;Owned Tbr|124;Magic|119;Black Authors|111;Read In 2020|104;Fantasy Tbr|96;2020 Reads|77,16368
58329296,All That's Left in the World,Erik J. Brown,"Brown, Erik J.",,0063054973,9780063054974,4,4.29,Balzer & Bray/Harperteen,Hardcover,345,2022,2022,,20/03/2022,,,read,,,,1,0,"2022-03-20,2022-03-20",Lgbtq|422;Romance|368;Young Adult|352;Lgbt|348;Ya|261;Queer|217;Dystopian|199;2022 Releases|178;Lgbtqia|172;Physical Tbr|168;Sci Fi|139;Dystopia|126;Science Fiction|111;Fiction|109;Gay|92;Read In 2022|84;Wishlist|84;Mlm|79;Post Apocalyptic|68;Contemporary|59,13294
57370780,The Magic Between,Stephanie Hoyt,"Hoyt, Stephanie",,,9781648904349,0,3.76,NineStar Press,ebook,379,2022,2022,,20/03/2022,to-read,to-read (#280),to-read,,,,0,0,,Romance|107;Fantasy|87;Lgbtq|72;Lgbt|61;2022 Releases|46;Lgbtqia|31;Queer|30;Contemporary|30;Sports|29;Magic|29;Adult|28;M M|28;Mm|23;Fiction|15;Wishlist|15;Urban Fantasy|14;Mlm|13;Ya|12;Mm Romance|12;Gay|11,891
58082223,"The Bone Spindle (The Bone Spindle, #1)",Leslie Vedder,"Vedder, Leslie",,0593325826,9780593325827,0,3.84,Razorbill,Hardcover,404,2022,2022,,20/03/2022,to-read,to-read (#279),to-read,,,,0,0,,Fantasy|670;2022 Releases|293;Young Adult|248;Lgbtq|232;Retellings|181;Ya|164;Sapphic|158;Romance|155;Lgbt|134;Lgbtqia|116;Queer|109;Physical Tbr|99;Retelling|81;Ya Fantasy|79;Series|65;Wlw|58;Magic|56;Wishlist|49;Fiction|46;2022 Release|40,3205
55214376,The Sad Ghost Club,Lize Meddings,"Meddings, Lize",,144495735X,,0,4.02,Hodder Children's Books,Paperback,208,2021,2021,,17/03/2022,to-read,to-read (#278),to-read,,,,0,0,,Graphic Novels|499;Graphic Novel|209;Young Adult|111;Mental Health|102;Comics|100;Wishlist|63;Contemporary|55;Ya|48;Fiction|46;2021 Releases|43;2022 Reads|40;Read In 2022|37;Want To Buy|37;Fantasy|37;Graphic Novels Comics|36;Read In 2021|35;Series|30;Comics Graphic Novels|26;2021 Reads|25;Graphic Novels And Comics|24,5788
58311976,"The Darkening (The Darkening, #1)",Sunya Mara,"Mara, Sunya",,0358561981,9780358561989,0,3.66,Clarion Books,Hardcover,400,2022,2022,,11/03/2022,to-read,to-read (#277),to-read,,,,0,0,,Fantasy|424;Physical Tbr|260;Fairyloot|233;2022 Releases|162;Young Adult|148;Ya|89;Owned Tbr|78;Romance|72;Series|59;Ya Fantasy|56;Owned Books|37;Fiction|33;Magic|27;2022 Reads|26;Mystery|25;Signed|25;Enemies To Lovers|25;Wishlist|25;2022 Release|25;High Fantasy|24,2797
58163787,Boys I Know,Anna  Gracia,"Gracia, Anna",,1682633713,9781682633717,0,3.49,Peachtree Teen,Hardcover,352,2022,2022,,11/03/2022,to-read,to-read (#276),to-read,,,,0,0,,2022 Releases|84;Contemporary|80;Young Adult|74;Romance|72;Ya|53;Arcs|33;Arc|27;Ya Contemporary|13;Realistic Fiction|12;Fiction|11;Read In 2022|10,658
53535526,"Fated Throne (Zodiac Academy, #6)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,,,4,4.46,,Kindle Edition,823,2020,2020,20/02/2022,13/01/2022,,,read,,,,1,0,"2022-01-13,2022-02-20",Fantasy|749;Romance|232;Kindle Unlimited|228;Fae|150;Paranormal|130;New Adult|119;Enemies To Lovers|118;Fantasy Romance|113;2022 Reads|112;Zodiac Academy|110;Read In 2022|93;Vampires|90;Magic|64;Paranormal Romance|60;Read 2022|59;Spicy|59;Ku|59;Series|56;Physical Tbr|55;Wishlist|52,47860
50979372,The Good Girls,Claire Eliza Bartlett,"Bartlett, Claire Eliza",,0062943103,9780062943101,0,3.71,HarperTeen,Hardcover,368,2020,2020,,19/02/2022,to-read,to-read (#275),to-read,,,,0,0,,Mystery|164;Young Adult|140;Ya|106;Thriller|93;Lgbtq|72;Contemporary|68;Lgbt|61;Mystery Thriller|51;Sapphic|48;2020 Releases|48;Queer|43;Fiction|36;Wishlist|33;Lgbtqia|31;Wlw|30;Physical Tbr|27;Ya Mystery|19;2021 Reads|18;Audiobooks|17;Realistic Fiction|17,3160
55710755,We Can't Keep Meeting Like This,Rachel Lynn Solomon,"Solomon, Rachel Lynn",,1534440275,9781534440272,0,3.57,Simon & Schuster Books for Young Readers,Hardcover,336,2021,2021,,11/02/2022,to-read,to-read (#274),to-read,,,,0,0,,Romance|549;Contemporary|305;Young Adult|273;Ya|206;2021 Releases|177;Audiobooks|64;Contemporary Romance|64;Mental Health|63;Physical Tbr|59;2021 Reads|55;Fiction|53;Read In 2021|52;Ya Romance|51;Ya Contemporary|49;Wishlist|41;Arc|34;Arcs|31;Romance Tbr|30;Read In 2022|28;Jewish|28,8352
41951626,"Crier's War (Crier's War, #1)",Nina Varela,"Varela, Nina",,0062823965,9780062823960,4,4.15,Quill Tree Books,ebook,464,2019,2019,,25/01/2022,,,read,,,,1,0,"2022-01-31,2022-02-05",Fantasy|2828;Lgbtq|1144;Sapphic|971;Lgbt|909;Young Adult|875;Physical Tbr|648;Queer|628;Romance|599;Wlw|560;Ya|543;Lgbtqia|423;Sci Fi|346;Enemies To Lovers|335;Series|309;Fiction|295;Owlcrate|267;Science Fiction|245;Wishlist|225;Ya Fantasy|210;2019 Releases|164,31887
57190892,The Spanish Love Deception,Elena  Armas,"Armas, Elena",,,9798705893843,4,3.9,Elena Armas,Paperback,482,2021,2021,,30/01/2022,,,read,,,,0,0,"2021-12-25,2021-12-27",Romance|9207;Physical Tbr|2124;Enemies To Lovers|2052;Contemporary|1768;Fake Dating|1515;Contemporary Romance|1037;2022 Reads|997;Fiction|829;Read In 2022|768;Adult|722;Read 2022|568;2021 Reads|529;Slow Burn|512;Rom Com|489;Wishlist|461;Booktok|454;Chick Lit|452;Read In 2021|433;Grumpy Sunshine|413;Favs|412,493912
50225678,"Boyfriend Material (London Calling, #1)",Alexis  Hall,"Hall, Alexis",,1728206146,9781728206141,4,4.06,Sourcebooks Casablanca,Paperback,425,2020,2020,,30/07/2020,,,read,,,,1,0,"2022-01-28,2022-01-29",Romance|4981;Lgbtq|2096;Contemporary|1502;Lgbt|1463;Queer|891;Fiction|841;Lgbtqia|802;M M|546;Adult|540;Audiobooks|534;Contemporary Romance|460;Physical Tbr|405;Mm|396;Fake Dating|361;Gay|300;Audio|294;Read In 2021|291;Read In 2020|272;Read In 2022|240;Mlm|236,95826
29073707,It's Not Like It's a Secret,Misa Sugiura,"Sugiura, Misa",,,,0,3.59,HarperTeen,Kindle Edition,400,2017,2017,,25/01/2022,to-read,to-read (#273),to-read,,,,0,0,,Lgbtq|544;Lgbt|506;Young Adult|455;Romance|388;Ya|366;Contemporary|324;Queer|206;Lgbtqia|195;Wlw|161;Sapphic|144;Fiction|124;Audiobooks|73;Wishlist|51;2017 Releases|49;Realistic Fiction|46;Lesbian|42;Gay|40;Ya Contemporary|38;Queer Books|34;Physical Tbr|32,9935
56978042,Icebreaker,A.L. Graziadei,"Graziadei, A.L.",,1250777119,9781250777119,4,4.08,Godwin Books,Hardcover,320,2022,2022,,23/01/2022,,,read,,,,1,0,"2022-01-23,2022-01-24",Romance|492;Lgbtq|436;Young Adult|332;Contemporary|283;Lgbt|268;Ya|245;Queer|210;Lgbtqia|200;2022 Releases|197;Sports|196;Mental Health|102;2022 Reads|90;Enemies To Lovers|89;Read In 2022|83;Mlm|79;Fiction|73;Gay|63;Wishlist|61;M M|60;Hockey|58,9762
53016684,The Key to You and Me,Jaye Robin Brown,"Brown, Jaye Robin",,0062824600,9780062824608,0,3.4,HarperTeen,ebook,368,2021,2021,,23/01/2022,to-read,to-read (#272),to-read,,,,0,0,,Romance|100;Lgbtq|99;Young Adult|68;2021 Releases|67;Contemporary|66;Ya|65;Lgbt|63;Lgbtqia|53;Sapphic|47;Wlw|43;Queer|33;Fiction|20;Read In 2021|14;Audiobooks|13;Sports|12;Ya Contemporary|12;Gay|11;Arcs|11;Lesbian|10;Wishlist|10,964
49291330,I Think I Love You,Auriane Desombre,"Desombre, Auriane",,0593179765,9780593179765,0,3.44,Underlined,Paperback,320,2021,2021,,23/01/2022,to-read,to-read (#271),to-read,,,,0,0,,Romance|430;Lgbtq|419;Sapphic|339;Lgbt|285;Wlw|260;Contemporary|248;Young Adult|248;Queer|200;2021 Releases|177;Lgbtqia|176;Ya|164;Fiction|81;Physical Tbr|70;Enemies To Lovers|67;Gay|67;Wishlist|61;Sapphic Books|57;Queer Books|47;Lesbian|45;Ya Contemporary|32,6575
50748473,Cool for the Summer,Dahlia Adler,"Adler, Dahlia",,125076582X,9781250765826,0,3.79,Wednesday Books,Hardcover,272,2021,2021,,23/01/2022,to-read,to-read (#270),to-read,,,,0,0,,Romance|507;Lgbtq|434;Young Adult|409;Contemporary|369;Lgbt|300;Ya|290;2021 Releases|240;Sapphic|196;Lgbtqia|195;Queer|182;Wlw|130;Fiction|100;Arc|72;Audiobooks|66;Read In 2021|66;Arcs|61;Wishlist|58;2021 Reads|56;Ya Contemporary|53;Ya Romance|44,7811
55545191,So This Is Ever After,F.T. Lukens,"Lukens, F.T.",,,,0,3.98,Margaret K. McElderry Books,Kindle Edition,352,2022,2022,,23/01/2022,to-read,to-read (#269),to-read,,,,0,0,,Fantasy|1241;Romance|615;Lgbtq|550;Young Adult|485;Lgbt|427;Ya|340;2022 Releases|311;Queer|273;Lgbtqia|246;Wishlist|127;Physical Tbr|121;Ya Fantasy|118;Fiction|112;Magic|108;Read In 2022|100;Retellings|93;Gay|88;M M|85;Mlm|75;2022 Reads|71,11929
56978109,Ophelia After All,Racquel Marie,"Marie, Racquel",,1250797306,9781250797308,0,4.21,Feiwel & Friends,Hardcover,341,2022,2022,,23/01/2022,to-read,to-read (#268),to-read,,,,0,0,,Lgbtq|416;2022 Releases|401;Contemporary|376;Young Adult|369;Romance|325;Sapphic|281;Ya|255;Queer|226;Lgbt|221;Lgbtqia|201;Fiction|125;Physical Tbr|122;Wlw|115;Wishlist|67;Ya Contemporary|63;2022 Reads|57;Read In 2022|49;Read 2022|41;2022 Release|40;Queer Books|39,5681
53504914,"Golden Boys (Golden Boys, #1)",Phil Stamper,"Stamper, Phil",,1547607378,9781547607372,0,3.84,Bloomsbury YA,Hardcover,372,2022,2022,,19/01/2022,to-read,to-read (#267),to-read,,,,0,0,,Lgbtq|155;Young Adult|142;Contemporary|120;Lgbt|107;Ya|92;Romance|88;2022 Releases|86;Lgbtqia|77;Queer|68;Physical Tbr|56;Fiction|42;Wishlist|28;Gay|25;2022 Reads|24;Series|24;Giveaways|22;Ya Contemporary|22;Read 2022|18;Read In 2022|15;Want To Buy|15,2892
59122877,A Curse of Roses,Maria B. Moses,"Moses, Maria B.",,,,0,4.26,,Kindle Edition,306,2021,,,17/01/2022,to-read,to-read (#266),to-read,,,,0,0,,,23
55424906,"Here's to Us (What If It's Us, #2)",Becky Albertalli,"Albertalli, Becky",Adam Silvera,0063071657,9780063071650,4,4.07,Quill Tree Books,ebook,448,2021,2021,,17/01/2022,,,read,,,,1,0,"2022-01-15,2022-01-17",Romance|577;Lgbtq|531;Young Adult|387;Lgbt|318;Contemporary|270;Ya|264;Queer|205;Lgbtqia|204;Physical Tbr|201;2021 Releases|136;Fiction|132;Read In 2022|123;2022 Reads|123;Series|114;Audiobooks|107;Wishlist|104;Read 2022|86;Gay|82;Want To Buy|72;Audio|46,23093
57849111,"Vicious Fae (Ruthless Boys of the Zodiac, #3)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,,,4,4.47,,Kindle Edition,678,2021,2020,,15/01/2022,,,read,,,,1,0,"2022-01-13,2022-01-15",Fantasy|319;Reverse Harem|300;Rh|161;Romance|114;Fae|111;Kindle Unlimited|104;Paranormal|87;Vampires|67;New Adult|61;Fantasy Romance|53;Shifters|50;Academy|48;Paranormal Romance|48;Enemies To Lovers|44;Magic|40;2022 Reads|37;Dragons|36;Dark Romance|34;Series|34;Spicy|33,19933
57849105,"Savage Fae (Ruthless Boys of the Zodiac, #2)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,,,4,4.39,,Kindle Edition,513,2021,2019,,13/01/2022,,,read,,,,1,0,"2022-01-11,2022-01-13",Fantasy|354;Reverse Harem|323;Rh|183;Romance|143;Fae|121;Kindle Unlimited|118;Paranormal|107;Vampires|80;New Adult|71;Paranormal Romance|57;Enemies To Lovers|56;Shifters|55;Magic|53;Fantasy Romance|51;Academy|50;Dark Romance|46;Series|38;2022 Reads|37;Vampire|35;Spicy|34,22031
57892054,"Dark Fae (Ruthless Boys of the Zodiac, #1)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,,,4,4.31,Independently Published,Paperback,536,2021,2019,,13/01/2022,,,read,,,,1,0,"2022-01-09,2022-01-11",Reverse Harem|563;Fantasy|561;Rh|338;Kindle Unlimited|221;Romance|208;Fae|189;Paranormal|180;Vampires|124;Enemies To Lovers|96;New Adult|89;Fantasy Romance|86;Paranormal Romance|84;Magic|77;Shifters|77;Academy|72;Series|71;Ku|65;Spicy|63;Dark Romance|58;Dragons|56,25837
29340182,Shrill: Notes from a Loud Woman,Lindy West,"West, Lindy",,0316348406,9780316348409,0,4.18,Hachette,Hardcover,260,2016,2016,,05/01/2022,to-read,to-read (#265),to-read,,,,0,0,,Non Fiction|2285;Memoir|1474;Feminism|1364;Nonfiction|1330;Essays|648;Humor|520;Audiobooks|500;Memoirs|421;Feminist|332;Audio|289;Biography|259;Book Club|256;Women|163;Biography Memoir|146;Read In 2016|141;Adult|124;Audio Books|119;Funny|117;Read In 2017|115;Autobiography|115,58309
55711661,"Well, This Is Exhausting",Sophia Benoit,"Benoit, Sophia",,1982151935,9781982151935,0,3.47,Gallery Books,Hardcover,336,2021,2021,,05/01/2022,to-read,to-read (#264),to-read,,,,0,0,,Non Fiction|92;Memoir|66;Nonfiction|61;Essays|53;Humor|49;Giveaways|26;Feminism|24;Memoirs|22;Adult|14;2021 Releases|13;Short Stories|12;Wishlist|11,1710
45046743,Only Mostly Devastated,Sophie Gonzales,"Gonzales, Sophie",,1250315891,9781250315892,0,3.98,Wednesday Books,Hardcover,281,2020,2020,,05/01/2022,to-read,to-read (#263),to-read,,,,0,0,,Romance|1133;Lgbtq|928;Young Adult|878;Contemporary|716;Lgbt|693;Ya|642;Lgbtqia|387;Queer|377;2020 Releases|240;Fiction|211;Read In 2020|139;Wishlist|127;Gay|118;Mlm|113;M M|105;Ya Contemporary|103;Audiobooks|102;2020 Reads|92;Physical Tbr|82;Ya Romance|76,26357
57693505,"How to Love Your Neighbor (Jansen Brothers, #2)",Sophie Sullivan,"Sullivan, Sophie",,1250624185,9781250624185,0,3.37,St. Martin's Griffin,Paperback,352,2022,2022,,05/01/2022,to-read,to-read (#262),to-read,,,,0,0,,Romance|577;Contemporary|144;2022 Releases|129;Contemporary Romance|115;Enemies To Lovers|102;Physical Tbr|84;Arc|77;Adult|70;2022 Reads|65;Fiction|63;Read In 2022|56;Rom Com|54;Chick Lit|50;Audiobooks|44;Wishlist|41;Arcs|40;Romance Tbr|35;2022 Books|34;Romcom|32;Adult Romance|26,8634
50391615,"Cursed Fates (Zodiac Academy, #5)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,,,4,4.41,,Kindle Edition,886,2020,2021,,05/01/2022,,,read,,,,1,0,"2022-01-02,2022-01-05",Fantasy|905;Romance|274;Kindle Unlimited|256;Fae|174;Paranormal|163;Enemies To Lovers|162;New Adult|141;2022 Reads|135;Fantasy Romance|126;Series|113;Zodiac Academy|107;Read In 2022|104;Vampires|102;Read 2022|83;Magic|83;Paranormal Romance|77;Ku|64;Physical Tbr|63;Bully Romance|60;Spicy|59,54086
53146871,"Shadow Princess (Zodiac Academy, #4)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,,,4,4.36,,Kindle Edition,724,2020,2020,,02/01/2022,,,read,,,,1,0,"2021-12-31,2022-01-02",Fantasy|1006;Romance|320;Kindle Unlimited|268;Fae|197;Enemies To Lovers|192;Paranormal|185;New Adult|164;2022 Reads|150;Fantasy Romance|131;Vampires|131;Series|129;Read In 2022|120;Zodiac Academy|107;Magic|107;Paranormal Romance|87;Read 2022|85;Bully Romance|85;Spicy|71;Dragons|70;Physical Tbr|65,61883
49551172,"The Reckoning (Zodiac Academy, #3)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,,,4,4.41,,Kindle Edition,561,2019,2019,,31/12/2021,,,read,,,,1,0,"2021-12-30,2021-12-31",Fantasy|1130;Romance|363;Kindle Unlimited|298;Fae|218;Enemies To Lovers|214;Paranormal|204;New Adult|184;2022 Reads|167;Vampires|156;Fantasy Romance|145;Series|133;Read In 2022|128;Magic|120;Zodiac Academy|113;Bully Romance|102;Read 2022|97;Paranormal Romance|92;Dragons|85;Urban Fantasy|80;Ku|73,69567
51966347,"Ruthless Fae (Zodiac Academy, #2)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,,,4,4.3,,Kindle Edition,475,2019,2019,,30/12/2021,,,read,,,,1,0,"2021-12-29,2021-12-30",Fantasy|1234;Romance|381;Kindle Unlimited|328;Enemies To Lovers|231;Fae|227;Paranormal|219;New Adult|197;2022 Reads|185;Vampires|157;Fantasy Romance|154;Series|145;Read In 2022|129;Magic|128;Physical Tbr|123;Zodiac Academy|118;Bully Romance|113;Read 2022|108;Paranormal Romance|102;Dragons|92;Bully|82,75181
46261182,"The Awakening (Zodiac Academy, #1)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,,,4,3.94,,Kindle Edition,436,2019,2019,,28/12/2021,,,read,,,,1,0,"2021-12-28,2021-12-29",Fantasy|2705;Kindle Unlimited|786;Romance|718;Paranormal|407;Physical Tbr|393;Series|354;Fae|344;New Adult|325;Fantasy Romance|284;Enemies To Lovers|280;Vampires|244;2022 Reads|225;Wishlist|209;Magic|208;Ku|185;Read In 2022|178;Paranormal Romance|167;Young Adult|160;Booktok|151;Fiction|151,96347
53919827,"Court of Bitter Thorn (The Fae of Bitter Thorn, #1)",Kay L.  Moody,"Moody, Kay L.",,,,0,3.8,Marten Press,Kindle Edition,354,2020,2020,,28/12/2021,to-read,to-read (#261),to-read,,,,0,0,,Fantasy|147;Fae|56;Romance|37;Young Adult|35;Kindle Unlimited|24;Series|20;Ya|18;Fantasy Romance|17;Ya Fantasy|14;Enemies To Lovers|13;Wishlist|12;Arc|11;Fiction|10;Magic|10,1502
20898019,"Ms. Marvel, Vol. 1: No Normal",G. Willow Wilson,"Wilson, G. Willow","Adrian Alphona, Ian Herring",078519021X,9780785190219,0,4.11,Marvel,Paperback,120,2014,2014,,25/12/2021,to-read,to-read (#260),to-read,,,,0,0,,Graphic Novels|3650;Graphic Novel|1903;Young Adult|944;Fiction|577;Ya|575;Superheroes|573;Fantasy|540;Comics Graphic Novels|535;CÃ³mics|371;Graphic Novels Comics|356;Comic Books|325;Comics And Graphic Novels|316;Superhero|291;Read In 2015|244;Series|234;Marvel Comics|218;Science Fiction|207;Graphic|185;Graphic Novels And Comics|176;Sci Fi|171,89808
54870201,Just Last Night,Mhairi McFarlane,"McFarlane, Mhairi",,0063036851,9780063036857,0,4.03,William Morrow Paperbacks,Paperback,416,2021,2021,,25/12/2021,to-read,to-read (#259),to-read,,,,0,0,,Romance|1170;Contemporary|351;Fiction|268;Chick Lit|185;Contemporary Romance|166;Adult|121;Read In 2021|111;Audiobooks|102;2021 Releases|102;Physical Tbr|92;2021 Reads|90;Read 2021|75;Audio|58;Adult Fiction|58;2021 Books|57;Rom Com|55;Romance Tbr|51;Read In 2022|50;2022 Reads|49;Contemporary Fiction|49,35975
57282383,"A Shadow in the Ember (Flesh and Fire, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,,,0,4.49,Blue Box Press,Hardcover,647,2021,2021,,25/12/2021,to-read,to-read (#258),to-read,,,,0,0,,Fantasy|2530;Romance|882;Physical Tbr|395;Fantasy Romance|373;Series|232;New Adult|227;Enemies To Lovers|189;Adult|184;2022 Reads|179;Paranormal|168;Wishlist|157;Spicy|147;Read In 2022|147;Fiction|144;2021 Releases|135;Read 2022|120;High Fantasy|111;2021 Reads|109;Want To Buy|109;Sub|104,83600
53439886,"How the King of Elfhame Learned to Hate Stories (The Folk of the Air, #3.5)",Holly Black,"Black, Holly",,,9780316540827,0,4.22,"Little, Brown Books for Young Readers",ebook,200,2020,2020,,25/12/2021,to-read,to-read (#257),to-read,,,,0,0,,Fantasy|4752;Young Adult|1457;Ya|767;Romance|651;Fae|484;Physical Tbr|464;Ya Fantasy|406;Short Stories|379;Series|374;Fiction|343;Read In 2021|342;2021 Reads|332;Novella|267;Wishlist|254;Enemies To Lovers|226;Magic|216;2020 Releases|215;Owned Books|201;Read 2021|189;5 Stars|189,134858
43453718,The Deathless Girls,Kiran Millwood Hargrave,"Hargrave, Kiran Millwood",,151010674X,9781510106741,0,3.48,Orion Children's Books,Hardcover,304,2019,2019,,24/12/2021,to-read,to-read (#256),to-read,,,,0,0,,Fantasy|551;Young Adult|222;Ya|153;Retellings|146;Horror|139;Lgbtq|135;Vampires|129;Sapphic|118;Lgbt|118;Physical Tbr|82;Wishlist|80;Historical Fiction|77;Retelling|77;Paranormal|75;Queer|74;2019 Releases|70;Fiction|69;Ya Fantasy|64;Historical|49;Wlw|48,6264
54467737,Hands Down,Mariana Zapata,"Zapata, Mariana",,1953262007,9781953262004,3,3.95,,Paperback,548,2020,2020,,12/11/2020,,,read,,,,1,0,"2021-12-20,2021-12-24",Romance|971;Sports Romance|510;Sports|446;Friends To Lovers|426;Slow Burn|394;Kindle Unlimited|355;Contemporary|306;Contemporary Romance|259;Mariana Zapata|133;Sport|102;Age Gap|99;Adult|93;Second Chance|90;Ku|88;Football|76;Read In 2020|73;Sport Romance|72;New Adult|63;Standalone|55;Fiction|53,35984
48656848,Afterlove,Tanya Byrne,"Byrne, Tanya",,1444955950,9781444955958,0,4.07,Hodder Children's Books,Paperback,389,2021,2021,,23/12/2021,to-read,to-read (#255),to-read,,,,0,0,,Lgbtq|466;Romance|460;Physical Tbr|438;Sapphic|424;Lgbt|297;Queer|285;Fantasy|284;Young Adult|231;2021 Releases|206;Contemporary|182;Lgbtqia|178;Wlw|162;Ya|159;Fairyloot|124;Paranormal|97;Wishlist|91;Owned Tbr|90;Fiction|90;Sapphic Books|56;Gay|53,8848
